Yıl,imonth,iday,country,country_txt,region,region_txt,provstate,city,latitude,longitude,location,summary,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,target1,natlty1,natlty1_txt,gname,gsubname,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weapdetail,nkill,nwound,propcomment,addnotes,scite1,scite2,scite3,CITY_LATITUDE,CITY_LONGITUDE,COUNTRY_LATITUDE,COUNTRY_LONGITUDE
1979,2,22,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.018612,28.921206,,,,,0,1,0,2,Silahlı saldırı,8,Eğitim kurumu,49,Okul / Üniversite / Eğitim Binası,"öğrenci toplantısı, Ege Üniv.",209,Türkiye,Bilinmeyen,,Ateşli silahlar,3,tabanca,tabancalar,0,5,,,,,,4101709296,2896335096,3898843426,3629778344
1979,2,22,209,Turkey,10,Middle East & North Africa,Adana,Adana,36.998256,35.319018,,,,,0,1,0,2,Silahlı saldırı,1,iş,2,Restoran / Bar / Caf,Kahve Evi,209,Türkiye,Bilinmeyen,,Ateşli silahlar,2,Otomatik silah,Otomatik ateşli silah,4,2,,,,,,3699337004,3532760818,3898843426,3629778344
1979,2,22,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.018612,28.921206,,,,,0,1,0,2,Silahlı saldırı,1,iş,7,Perakende / Bakkal / Ekmek,Faruk Kartal'ın tuhafiye mağazası,209,Türkiye,Bilinmeyen,,Ateşli silahlar,2,Otomatik silah,Otomatik ateşli silah,1,1,,,,,,4101709296,2896335096,3898843426,3629778344
1979,2,23,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.018612,28.921206,,,,,0,1,0,1,Suikast,2,Hükümet (Genel),15,Politikacı veya Siyasi Parti Hareketi / Toplantısı / Rallisi,"Metin Yüksel, Forman Şefi",209,Türkiye,İdealist Derneği,,Ateşli silahlar,3,tabanca,Tabanca,1,0,,,,,,4101709296,2896335096,3898843426,3629778344
1979,2,19,209,Turkey,10,Middle East & North Africa,Unknown,unknown,,,,,,,0,1,0,3,Bombalama / Patlama,2,Hükümet (Genel),15,Politikacı veya Siyasi Parti Hareketi / Toplantısı / Rallisi,Siyasi Assoc,209,Türkiye,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,16,Bilinmeyen Patlayıcı Türü,Patlayıcı,0,0,,,,,,2250221095,2532001621,3898843426,3629778344
1979,2,19,209,Turkey,10,Middle East & North Africa,Unknown,unknown,,,,,,,0,1,0,3,Bombalama / Patlama,2,Hükümet (Genel),15,Politikacı veya Siyasi Parti Hareketi / Toplantısı / Rallisi,Siyasi Assoc,209,Türkiye,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,16,Bilinmeyen Patlayıcı Türü,Patlayıcı,0,0,,,,,,2250221095,2532001621,3898843426,3629778344
1979,2,20,209,Turkey,10,Middle East & North Africa,Izmir,Izmir,38.418485,27.132908,,,1,İsyan / Gerilla Eylemi,0,1,0,2,Silahlı saldırı,4,Askeri,35,Askeri Taşımacılık / Taşıt (konvoylar hariç),"Araç, ABD askeri Puron",217,Amerika Birleşik Devletleri,Bilinmeyen,,tahrik edici,,,tahrik edici,0,0,,,,,,384654758,2719007599,3898843426,3629778344
1979,2,19,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.018612,28.921206,,,,,0,1,0,1,Suikast,2,Hükümet (Genel),15,Politikacı veya Siyasi Parti Hareketi / Toplantısı / Rallisi,"Erdoğan Hancerlioğlu, Forman Şube Şefi",209,Türkiye,Bilinmeyen,,Ateşli silahlar,3,tabanca,Tabanca,1,0,,,,,,4101709296,2896335096,3898843426,3629778344
1979,2,20,209,Turkey,10,Middle East & North Africa,Unknown,Unknown,,,,,,,0,1,0,1,Suikast,10,Gazeteciler,53,Gazeteci Gazeteci / Personel / Tesis,"Erdoğan Hancerliogu, Sahibi",209,Türkiye,Bilinmeyen,,Ateşli silahlar,3,tabanca,Tabanca,1,0,,,,,,2250221095,2532001621,3898843426,3629778344
1979,2,23,209,Turkey,10,Middle East & North Africa,Mersin,Icel,36.805062,34.631436,,,,,0,1,0,3,Bombalama / Patlama,2,Hükümet (Genel),15,Politikacı veya Siyasi Parti Hareketi / Toplantısı / Rallisi,RPP Parti Ofisi,209,Türkiye,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,16,Bilinmeyen Patlayıcı Türü,Patlayıcı,0,0,,,,,,36801196,346269,3898843426,3629778344
1979,2,19,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.018612,28.921206,,,,,0,1,0,3,Bombalama / Patlama,2,Hükümet (Genel),15,Politikacı veya Siyasi Parti Hareketi / Toplantısı / Rallisi,Siyasi Assoc,209,Türkiye,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,16,Bilinmeyen Patlayıcı Türü,Patlayıcı,0,0,,,,,,4101709296,2896335096,3898843426,3629778344
1979,2,19,209,Turkey,10,Middle East & North Africa,Unknown,unknown,,,,,,,0,1,0,3,Bombalama / Patlama,1,iş,,,İşletme içi,209,Türkiye,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,16,Bilinmeyen Patlayıcı Türü,Patlayıcı,0,9,,,,,,2250221095,2532001621,3898843426,3629778344
1979,2,19,209,Turkey,10,Middle East & North Africa,Izmir,Izmir,38.418485,27.132908,,,,,0,1,0,3,Bombalama / Patlama,6,Havaalanları,43,Havayolu Görevlisi / Personel,Havayolu Ofisi,60,Mısır,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,16,Bilinmeyen Patlayıcı Türü,Patlayıcı,0,0,,,,,,384654758,2719007599,3898843426,3629778344
1979,2,23,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.018612,28.921206,,,2,Diğer Suç Tipi,0,1,0,1,Suikast,14,Özel Vatandaşlar,70,Öğrenci,"Sadık Cemil, Öğrenci",209,Türkiye,Bilinmeyen,,Ateşli silahlar,3,tabanca,Tabanca,1,0,,,,,,4101709296,2896335096,3898843426,3629778344
1979,2,23,209,Turkey,10,Middle East & North Africa,Ankara,Ankara,39.922059,32.854683,,,,,0,1,0,1,Suikast,8,Eğitim kurumu,49,Okul / Üniversite / Eğitim Binası,"Serdar Özgerain, öğrenci",209,Türkiye,Bilinmeyen,,Bilinmeyen,,,,1,0,,,,,,3992424332,3285706324,3898843426,3629778344
1979,2,25,209,Turkey,10,Middle East & North Africa,Kahramanmaras,Kahramanmaras,37.587196,36.935225,,,,,0,1,0,2,Silahlı saldırı,19,taşımacılık,99,Otobüs (turistler hariç),Otobüs,209,Türkiye,Bilinmeyen,,Ateşli silahlar,2,Otomatik silah,Otomatik ateşli silah,1,5,,,,,,375828415,36932675,3898843426,3629778344
1979,2,26,209,Turkey,10,Middle East & North Africa,Mardin,Tuke,37.149085,40.894621,,,,,0,1,0,2,Silahlı saldırı,14,Özel Vatandaşlar,82,İşçi Sendikası İlgili,Sno,,,Bilinmeyen,,Ateşli silahlar,3,tabanca,Tabanca,1,0,,,,,,37149085,40894621,3898843426,3629778344
1979,2,26,209,Turkey,10,Middle East & North Africa,Sanliurfa,Suruc,36.975667,38.425928999999996,,,,,0,1,0,2,Silahlı saldırı,1,iş,3,Banka / Ticaret,Banka,209,Türkiye,Bilinmeyen,,Ateşli silahlar,2,Otomatik silah,Otomatik ateşli silah,0,0,,,,,,369756855,3842545375,3898843426,3629778344
1979,2,26,209,Turkey,10,Middle East & North Africa,Sanliurfa,Suruc,36.975667,38.425928999999996,,,,,0,1,0,2,Silahlı saldırı,1,iş,7,Perakende / Bakkal / Ekmek,elektrikçiler dükkanı,209,Türkiye,Bilinmeyen,,Ateşli silahlar,2,Otomatik silah,Otomatik ateşli silah,0,0,,,,,,369756855,3842545375,3898843426,3629778344
1979,2,19,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.018612,28.921206,,,,,0,1,0,3,Bombalama / Patlama,1,iş,,,iş,209,Türkiye,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,16,Bilinmeyen Patlayıcı Türü,Patlayıcı,0,0,,,,,,4101709296,2896335096,3898843426,3629778344
1979,2,19,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.018612,28.921206,,,,,0,1,0,3,Bombalama / Patlama,1,iş,,,iş,209,Türkiye,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,16,Bilinmeyen Patlayıcı Türü,Patlayıcı,0,0,,,,,,4101709296,2896335096,3898843426,3629778344
1979,2,19,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.018612,28.921206,,,,,0,1,0,3,Bombalama / Patlama,1,iş,,,iş,209,Türkiye,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,16,Bilinmeyen Patlayıcı Türü,Patlayıcı,0,0,,,,,,4101709296,2896335096,3898843426,3629778344
1979,2,19,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.018612,28.921206,,,,,0,1,0,3,Bombalama / Patlama,1,iş,,,iş,209,Türkiye,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,16,Bilinmeyen Patlayıcı Türü,Patlayıcı,0,0,,,,,,4101709296,2896335096,3898843426,3629778344
1979,2,19,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.018612,28.921206,,,,,0,1,0,3,Bombalama / Patlama,1,iş,,,iş,209,Türkiye,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,16,Bilinmeyen Patlayıcı Türü,Patlayıcı,0,0,,,,,,4101709296,2896335096,3898843426,3629778344
1979,2,19,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.018612,28.921206,,,,,0,1,0,3,Bombalama / Patlama,1,iş,,,iş,209,Türkiye,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,16,Bilinmeyen Patlayıcı Türü,Patlayıcı,0,0,,,,,,4101709296,2896335096,3898843426,3629778344
1979,2,19,209,Turkey,10,Middle East & North Africa,Unknown,Unknown,,,,,,,0,1,0,3,Bombalama / Patlama,2,Hükümet (Genel),15,Politikacı veya Siyasi Parti Hareketi / Toplantısı / Rallisi,Siyasi dernek,209,Türkiye,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,16,Bilinmeyen Patlayıcı Türü,Patlayıcı,0,0,,,,,,2250221095,2532001621,3898843426,3629778344
1979,2,19,209,Turkey,10,Middle East & North Africa,Unknown,Unknown,,,,,,,0,1,0,3,Bombalama / Patlama,2,Hükümet (Genel),15,Politikacı veya Siyasi Parti Hareketi / Toplantısı / Rallisi,Siyasi Assoc,209,Türkiye,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,16,Bilinmeyen Patlayıcı Türü,Patlayıcı,0,0,,,,,,2250221095,2532001621,3898843426,3629778344
1979,2,19,209,Turkey,10,Middle East & North Africa,Unknown,Unknown,,,,,,,0,1,0,3,Bombalama / Patlama,2,Hükümet (Genel),15,Politikacı veya Siyasi Parti Hareketi / Toplantısı / Rallisi,Siyasi Assoc,209,Türkiye,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,16,Bilinmeyen Patlayıcı Türü,Patlayıcı,0,0,,,,,,2250221095,2532001621,3898843426,3629778344
1979,2,19,209,Turkey,10,Middle East & North Africa,Unknown,Unknown,,,,,,,0,1,0,3,Bombalama / Patlama,2,Hükümet (Genel),15,Politikacı veya Siyasi Parti Hareketi / Toplantısı / Rallisi,Siyasi Assoc,209,Türkiye,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,16,Bilinmeyen Patlayıcı Türü,Patlayıcı,0,0,,,,,,2250221095,2532001621,3898843426,3629778344
1979,2,19,209,Turkey,10,Middle East & North Africa,Unknown,Unknown,,,,,,,0,1,0,3,Bombalama / Patlama,2,Hükümet (Genel),15,Politikacı veya Siyasi Parti Hareketi / Toplantısı / Rallisi,Siyasi Assoc,209,Türkiye,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,16,Bilinmeyen Patlayıcı Türü,Patlayıcı,0,0,,,,,,2250221095,2532001621,3898843426,3629778344
1979,2,19,209,Turkey,10,Middle East & North Africa,Unknown,Unknown,,,,,,,0,0,0,3,Bombalama / Patlama,2,Hükümet (Genel),15,Politikacı veya Siyasi Parti Hareketi / Toplantısı / Rallisi,Siyasi Assoc,209,Türkiye,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,16,Bilinmeyen Patlayıcı Türü,Patlayıcı,0,0,,,,,,2250221095,2532001621,3898843426,3629778344
1979,2,19,209,Turkey,10,Middle East & North Africa,Unknown,unknown,,,,,,,0,1,0,3,Bombalama / Patlama,2,Hükümet (Genel),15,Politikacı veya Siyasi Parti Hareketi / Toplantısı / Rallisi,Siyasi Assoc,209,Türkiye,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,16,Bilinmeyen Patlayıcı Türü,Patlayıcı,0,0,,,,,,2250221095,2532001621,3898843426,3629778344
1979,2,19,209,Turkey,10,Middle East & North Africa,Unknown,unknown,,,,,,,0,1,0,3,Bombalama / Patlama,2,Hükümet (Genel),15,Politikacı veya Siyasi Parti Hareketi / Toplantısı / Rallisi,Siyasi dernek,209,Türkiye,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,16,Bilinmeyen Patlayıcı Türü,Patlayıcı,0,0,,,,,,2250221095,2532001621,3898843426,3629778344
1979,2,19,209,Turkey,10,Middle East & North Africa,Unknown,Unknown,,,,,,,0,1,0,3,Bombalama / Patlama,2,Hükümet (Genel),15,Politikacı veya Siyasi Parti Hareketi / Toplantısı / Rallisi,Siyasi Assoc,209,Türkiye,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,16,Bilinmeyen Patlayıcı Türü,Patlayıcı,0,0,,,,,,2250221095,2532001621,3898843426,3629778344
1979,2,19,209,Turkey,10,Middle East & North Africa,Unknown,unknown,,,,,,,0,1,0,3,Bombalama / Patlama,2,Hükümet (Genel),15,Politikacı veya Siyasi Parti Hareketi / Toplantısı / Rallisi,Siyasi Assoc,209,Türkiye,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,16,Bilinmeyen Patlayıcı Türü,Patlayıcı,0,0,,,,,,2250221095,2532001621,3898843426,3629778344
1979,2,19,209,Turkey,10,Middle East & North Africa,Unknown,unknown,,,,,,,0,1,0,3,Bombalama / Patlama,2,Hükümet (Genel),15,Politikacı veya Siyasi Parti Hareketi / Toplantısı / Rallisi,Siyasi Assoc,209,Türkiye,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,16,Bilinmeyen Patlayıcı Türü,Patlayıcı,0,0,,,,,,2250221095,2532001621,3898843426,3629778344
1979,2,19,209,Turkey,10,Middle East & North Africa,Unknown,unknown,,,,,,,0,1,0,3,Bombalama / Patlama,2,Hükümet (Genel),15,Politikacı veya Siyasi Parti Hareketi / Toplantısı / Rallisi,Siyasi dernek,209,Türkiye,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,16,Bilinmeyen Patlayıcı Türü,Patlayıcı,0,0,,,,,,2250221095,2532001621,3898843426,3629778344
1979,2,19,209,Turkey,10,Middle East & North Africa,Unknown,unknown,,,,,,,0,1,0,3,Bombalama / Patlama,2,Hükümet (Genel),15,Politikacı veya Siyasi Parti Hareketi / Toplantısı / Rallisi,Siyasi Assoc,209,Türkiye,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,16,Bilinmeyen Patlayıcı Türü,Patlayıcı,0,0,,,,,,2250221095,2532001621,3898843426,3629778344
1979,2,19,209,Turkey,10,Middle East & North Africa,Unknown,unknown,,,,,,,0,1,0,3,Bombalama / Patlama,2,Hükümet (Genel),15,Politikacı veya Siyasi Parti Hareketi / Toplantısı / Rallisi,Siyasi Assoc,209,Türkiye,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,16,Bilinmeyen Patlayıcı Türü,Patlayıcı,0,0,,,,,,2250221095,2532001621,3898843426,3629778344
1979,2,19,209,Turkey,10,Middle East & North Africa,Unknown,unknown,,,,,,,0,1,0,3,Bombalama / Patlama,2,Hükümet (Genel),15,Politikacı veya Siyasi Parti Hareketi / Toplantısı / Rallisi,Siyasi Assoc,209,Türkiye,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,16,Bilinmeyen Patlayıcı Türü,Patlayıcı,0,0,,,,,,2250221095,2532001621,3898843426,3629778344
1979,2,19,209,Turkey,10,Middle East & North Africa,Unknown,unknown,,,,,,,0,1,0,3,Bombalama / Patlama,2,Hükümet (Genel),15,Politikacı veya Siyasi Parti Hareketi / Toplantısı / Rallisi,Siyasi Assoc,209,Türkiye,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,16,Bilinmeyen Patlayıcı Türü,Patlayıcı,0,0,,,,,,2250221095,2532001621,3898843426,3629778344
1979,2,19,209,Turkey,10,Middle East & North Africa,Unknown,unknown,,,,,,,0,1,0,3,Bombalama / Patlama,2,Hükümet (Genel),15,Politikacı veya Siyasi Parti Hareketi / Toplantısı / Rallisi,Siyasi Assoc,209,Türkiye,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,16,Bilinmeyen Patlayıcı Türü,Patlayıcı,0,0,,,,,,2250221095,2532001621,3898843426,3629778344
1979,2,19,209,Turkey,10,Middle East & North Africa,Unknown,unknown,,,,,,,0,1,0,3,Bombalama / Patlama,2,Hükümet (Genel),15,Politikacı veya Siyasi Parti Hareketi / Toplantısı / Rallisi,Siyasi Assoc,209,Türkiye,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,16,Bilinmeyen Patlayıcı Türü,Patlayıcı,0,0,,,,,,2250221095,2532001621,3898843426,3629778344
1979,2,19,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.018612,28.921206,,,,,0,1,0,3,Bombalama / Patlama,2,Hükümet (Genel),15,Politikacı veya Siyasi Parti Hareketi / Toplantısı / Rallisi,Siyasi Assoc,209,Türkiye,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,16,Bilinmeyen Patlayıcı Türü,Patlayıcı,0,0,,,,,,4101709296,2896335096,3898843426,3629778344
1979,2,19,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.018612,28.921206,,,,,0,1,0,3,Bombalama / Patlama,2,Hükümet (Genel),15,Politikacı veya Siyasi Parti Hareketi / Toplantısı / Rallisi,Siyasi Assoc,209,Türkiye,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,16,Bilinmeyen Patlayıcı Türü,Patlayıcı,0,0,,,,,,4101709296,2896335096,3898843426,3629778344
1979,2,19,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.018612,28.921206,,,,,0,1,0,3,Bombalama / Patlama,2,Hükümet (Genel),15,Politikacı veya Siyasi Parti Hareketi / Toplantısı / Rallisi,Siyasi Assoc,209,Türkiye,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,16,Bilinmeyen Patlayıcı Türü,Patlayıcı,0,0,,,,,,4101709296,2896335096,3898843426,3629778344
1996,1,16,209,Turkey,10,Middle East & North Africa,Sirnak,Sirnak,37.522653,42.452637,,,,,0,1,0,3,Bombalama / Patlama,3,Polis,25,Polis Güvenlik Güçleri / Görevlileri,Minibüs Taşıma Muhafızları,209,Türkiye,Kürdistan İşçi Partisi (PKK),,Patlayıcılar / Bombalar / Dinamit,11,"Mermi (roketler, harçlar, RPG'ler, vb.)",Roket,11,0,,,,,,3752042084,4245563867,3898843426,3629778344
1996,1,16,209,Turkey,10,Middle East & North Africa,Trabzon,Trabzon,41.002697,39.716763,Limanda,"1/16 / 1996-1 / 20/1996: Dokuz Çeçen İsyancılar, Trabzon, Trabzon'daki limandan ayrılmak üzereyken bir feribotu kaçırdılar. Gemideki 199 rehineler, Rusya'da Sochi'ye bağlı Rus feribot gemisindeydi. İsyancılar Rus kuvvetlerinin Pervomayskaya kasabasına saldırılarını durdurmalarını istedi. Olay yaşam kaybı olmaksızın çözüldü ve sadece bir rehinenin hafif yaralandı. Grubun lideri (Mohammed Tokan) dahil dokuz adam tutuklandı ve hüküm giydi. Olayın sona erdiği yer hakkında bilgi yok.",,,0,1,0,4,uçak kaçırma,20,Bilinmeyen,,,Rusya'dan Türkiye'ye feribot,167,Rusya,Çeçen İsyancılar,,Ateşli silahlar,5,Bilinmeyen Silah Türü,,0,1,,"Faillerin sayısı 6 ile 20 arasında değişmektedir. 2001 raporuna göre 9 kişinin tutuklanması ve cezalandırılması nedeniyle, faillerin sayısı 9 olarak sıralanmıştır.","""""Çeçenler Ruslara sürpriz bir saldırı düzenledi: Tüm rehinelerin isyancı kuşatmasında öldüğü bildirildi"""", CNN, 18 Ocak 1996.","Carol J. Williams, """"Çeçen İsyancılar Yeni Baskınlar"""", Los Angeles Times, 17 Ocak 1996.","Carol J. Williams, """"Ruslar, Rehinelerden Vazgeç, Shell Çeçenleri"""", Los Angeles Times, 18 Ocak 1996.",4100239767,39717873,3898843426,3629778344
1997,12,2,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.013517,28.950672,,,,,0,1,0,3,Bombalama / Patlama,15,Dini Figürler / Kurumlar,87,Bağlı Kuruluş,bileşik,209,Türkiye,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,7,El bombası,El bombası,0,1,,,,,,4101709296,2896335096,3898843426,3629778344
1997,11,28,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.013517,28.950672,,,,,0,1,0,2,Silahlı saldırı,3,Polis,23,Polis Devriyesi (araçlar ve konvoylar dahil),Polis devriye arabası,209,Türkiye,Bilinmeyen,,Ateşli silahlar,5,Bilinmeyen Silah Türü,ateşli silâh,1,2,,,,,,4101709296,2896335096,3898843426,3629778344
1991,11,25,209,Turkey,10,Middle East & North Africa,Bitlis,Hizan,38.234373,42.428113,,,,,0,1,0,2,Silahlı saldırı,14,Özel Vatandaşlar,73,Vasıta / Taşımacılık,sivil minibüs,209,Türkiye,Kürdistan İşçi Partisi (PKK),,Ateşli silahlar,2,Otomatik silah,Otomatik ateşli silah,6,0,,,,,,3823142267,42428113,3898843426,3629778344
1991,11,25,209,Turkey,10,Middle East & North Africa,Bitlis,Ahlat,38.755008,42.487011,,,,,0,1,0,2,Silahlı saldırı,3,Polis,25,Polis Güvenlik Güçleri / Görevlileri,birim,209,Türkiye,Bilinmeyen,,Ateşli silahlar,2,Otomatik silah,Otomatik ateşli silah,1,0,,,,,,38755008,42487011,3898843426,3629778344
1991,11,25,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.013517,28.950672,,,1,İsyan / Gerilla Eylemi,0,1,0,2,Silahlı saldırı,4,Askeri,29,Askeri Birim / Devriye / Konvoy,birim,209,Türkiye,Kürdistan İşçi Partisi (PKK),,Ateşli silahlar,2,Otomatik silah,Otomatik ateşli silah,1,5,,,,,,4101709296,2896335096,3898843426,3629778344
1991,11,26,209,Turkey,10,Middle East & North Africa,Adana,Unknown,37.2626,35.385114,,,,,0,1,0,2,Silahlı saldırı,3,Polis,23,Polis Devriyesi (araçlar ve konvoylar dahil),Devriye arabası,209,Türkiye,Dev Sol,,Ateşli silahlar,2,Otomatik silah,Otomatik ateşli silah,1,1,,,,,,2250221095,2532001621,3898843426,3629778344
1991,11,26,209,Turkey,10,Middle East & North Africa,Bingol,Unknown,39.067995,40.777644,,,,,0,1,0,6,Rehin Alma (Kaçırma),3,Polis,25,Polis Güvenlik Güçleri / Görevlileri,Subay,209,Türkiye,Bilinmeyen,,Ateşli silahlar,2,Otomatik silah,Otomatik ateşli silah,0,0,,,,,,2250221095,2532001621,3898843426,3629778344
1991,11,27,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.013517,28.950672,,,,,0,1,0,3,Bombalama / Patlama,1,iş,3,Banka / Ticaret,"Şube, Moda Bölgesi",209,Türkiye,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,16,Bilinmeyen Patlayıcı Türü,Patlayıcı,0,0,,,,,,4101709296,2896335096,3898843426,3629778344
1991,11,27,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.013517,28.950672,,,,,0,1,0,3,Bombalama / Patlama,1,iş,3,Banka / Ticaret,"Şube, Tahtakale Bölgesi",209,Türkiye,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,16,Bilinmeyen Patlayıcı Türü,Patlayıcı,0,0,,,,,,4101709296,2896335096,3898843426,3629778344
1991,11,27,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.013517,28.950672,,,,,0,1,0,3,Bombalama / Patlama,1,iş,3,Banka / Ticaret,"Şube, Yeşildirek İlçesi",209,Türkiye,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,16,Bilinmeyen Patlayıcı Türü,Patlayıcı,0,0,,,,,,4101709296,2896335096,3898843426,3629778344
1991,11,27,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.013517,28.950672,,,,,0,1,0,3,Bombalama / Patlama,1,iş,3,Banka / Ticaret,"Şube, Aksaray Şubesi",209,Türkiye,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,16,Bilinmeyen Patlayıcı Türü,Patlayıcı,0,0,,,,,,4101709296,2896335096,3898843426,3629778344
1991,11,27,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.013517,28.950672,,,,,0,1,0,3,Bombalama / Patlama,1,iş,3,Banka / Ticaret,"Şube, Merter Bölgesi",209,Türkiye,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,16,Bilinmeyen Patlayıcı Türü,Patlayıcı,0,0,,,,,,4101709296,2896335096,3898843426,3629778344
1991,11,27,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.013517,28.950672,,,,,0,1,0,3,Bombalama / Patlama,16,Telekomünikasyon,90,Telefon / Telgraf,Telefon Şirketi Binası,209,Türkiye,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,16,Bilinmeyen Patlayıcı Türü,Patlayıcı,0,0,,,,,,4101709296,2896335096,3898843426,3629778344
1991,11,27,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.013517,28.950672,,,,,0,1,0,3,Bombalama / Patlama,2,Hükümet (Genel),14,Hakim / Savcı / Mahkeme,Idare mahkemesi,209,Türkiye,Bilinmeyen,,Patlayıcılar / Bombalar / Dinamit,16,Bilinmeyen Patlayıcı Türü,Patlayıcı,0,0,,,,,,4101709296,2896335096,3898843426,3629778344
1991,11,22,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.013517,28.950672,,,,,0,1,0,1,Suikast,3,Polis,25,Polis Güvenlik Güçleri / Görevlileri,Maltepe ilçesinde kesişme noktasında polis,209,Türkiye,Dev Sol,,Ateşli silahlar,2,Otomatik silah,Otomatik ateşli silah,1,0,,,,,,4101709296,2896335096,3898843426,3629778344
1991,11,23,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.013517,28.950672,,,,,0,1,0,2,Silahlı saldırı,3,Polis,23,Polis Devriyesi (araçlar ve konvoylar dahil),araç,209,Türkiye,Türk Komünist Partisi / Marksist (TKP-ML),TİKKO,Ateşli silahlar,2,Otomatik silah,Otomatik ateşli silah,1,2,,,,,,4101709296,2896335096,3898843426,3629778344
1991,11,24,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.013517,28.950672,,,,,0,1,0,7,Tesis / Altyapı Saldırısı,1,iş,7,Perakende / Bakkal / Ekmek,Yeni Araba Fuarı,209,Türkiye,Kürdistan İşçi Partisi (PKK),,tahrik edici,,,tahrik edici,0,0,,,,,,4101709296,2896335096,3898843426,3629778344
